-1.372694814352778003e+01,1.092793599594051202e+01,1.481108859597069127e+01
-1.364778040397921899e+01,1.100074755138736826e+01,1.490129177347258072e+01
-1.990494139488816216e+01,1.039971229323393587e+01,3.904850326890239920e+00
-1.998099847215733860e+01,1.024929845359856095e+01,3.679329193331883019e+00
-1.947774063088662899e+01,9.968122496293212009e+00,3.863435448591806320e+00
-1.918428825463511700e+01,9.866788022843028472e+00,3.747840957008595986e+00
-1.945383108476475442e+01,1.038755947066513308e+01,4.398360606215060642e+00
-1.969189760502603903e+01,1.026847807030538462e+01,4.141493066080828456e+00
-2.176330843982781715e+01,7.142168844486347368e+00,-3.532079241634885847e+00
-2.177335068774105054e+01,7.215996660241115634e+00,-3.310378956339219414e+00
-2.212127183441910105e+01,7.074649161688952859e+00,-2.926787984555636157e+00
-2.221399664572259880e+01,6.859301567653139031e+00,-3.575405363860232555e+00
-2.247565670210986610e+01,6.489994395079859757e+00,-4.262795689418952705e+00
-2.294295348508313026e+01,5.951271064868930871e+00,-5.018563546962491628e+00
-2.289344637009022421e+01,6.119560868815996812e+00,-4.575674785468375916e+00
-2.254909419027252326e+01,6.074556826776331242e+00,-5.279706077734349634e+00
-2.261803276399801632e+01,6.695104702138688246e+00,-2.779994363846605587e+00
-2.295773368906646539e+01,6.399823930132593652e+00,-3.036677120249090756e+00
-2.257956844958615150e+01,6.630131692515020880e+00,-3.382328055166372138e+00
-2.307086701910383653e+01,6.198994352549636488e+00,-3.625181580743198850e+00
-2.318409110954349117e+01,6.126296506781214291e+00,-3.517533416457780504e+00
-2.317205784083624565e+01,6.235822819984799814e+00,-2.582094134149346409e+00
-2.344035727732394747e+01,6.021607051914028119e+00,-2.751189516051865347e+00
-2.353410355826065725e+01,5.899490424042162395e+00,-3.053495223253346325e+00
-2.363108953828850645e+01,5.804080128753730250e+00,-3.137053317020729537e+00
-2.439043429080238212e+01,4.941544197567674601e+00,-4.423129803774966007e+00
-2.415889911693198400e+01,5.147491783582181846e+00,-4.396776409332222357e+00
-2.402078013234589804e+01,5.346248411655779798e+00,-3.930570501996378141e+00
-2.370633003867772004e+01,5.587180260170282686e+00,-4.096223147988103719e+00
-2.343032369653636238e+01,5.694772899209665340e+00,-4.668742172879996488e+00
-2.293944147066817152e+01,6.198918596268643277e+00,-4.130756483454753436e+00
-2.334233335529588871e+01,5.932870995959715898e+00,-3.847588295829028837e+00
-2.428405296577670924e+01,5.389781881502810457e+00,-2.386205787558696834e+00
-2.446363175070921159e+01,5.180872215610778042e+00,-2.671309982001989880e+00
-2.453122866854200623e+01,5.162063291111171459e+00,-2.458138219094548660e+00
-2.476529982496085580e+01,4.914167880948234313e+00,-2.637527915085772001e+00
-2.494989479803697918e+01,4.643738263122616061e+00,-3.160588079952392881e+00
-2.586197629173268808e+01,3.840615565534702291e+00,-1.969567419782642048e+00
-2.602958016914153916e+01,3.567607372519918663e+00,-2.636633507928396014e+00
-2.575709313781894139e+01,3.861369249622407906e+00,-2.787524903019999556e+00
-2.575334178461700319e+01,3.889898554262058994e+00,-2.620390052383086754e+00
-2.608883509658401678e+01,3.560913044817028528e+00,-6.290738052509681211e-03
-2.625425362129359286e+01,3.313792294597852184e+00,-3.135990009334506112e-01
-2.629408031281003133e+01,3.239020992609847660e+00,-1.923453837534134792e-01
-2.624175674435509364e+01,3.354543484315243518e+00,-7.376762028157575202e-01
-2.642625127286933662e+01,3.075595156509462136e+00,-8.441455038394574117e-01
-2.645409890921458640e+01,3.046947381787607601e+00,-1.089188957683852266e+00
-2.669452350982805200e+01,2.670038846688691958e+00,-8.676593166758248543e-01
