1.794535769910303280e+00,1.726082113945579977e+00,3.827546091192219890e+00
1.696256041535527004e+00,1.799188945555140862e+00,3.758973844722909519e+00
6.679935363437044415e+00,-2.178103429696594873e+00,1.470333848201573801e+01
6.804198774974388186e+00,-2.383494476238066540e+00,1.485045036593995249e+01
6.516589571400193570e+00,-2.687835623284000164e+00,1.441355117936821451e+01
6.303026403966901725e+00,-2.937953411035403306e+00,1.437384066580228570e+01
6.327303397134032004e+00,-2.093903981698995054e+00,1.414141166463338450e+01
6.574998196411234730e+00,-2.230859038685549578e+00,1.437958718800302904e+01
9.380274751405243805e+00,-7.917364403158993369e+00,2.010167984484917625e+01
9.368069891457436071e+00,-7.738871563976926993e+00,1.995103537141311278e+01
9.765970343522731412e+00,-7.506657532311729497e+00,1.967549563375150967e+01
9.907550755371806517e+00,-7.981877277556511885e+00,2.015486830958355569e+01
1.026866701254871828e+01,-8.529454310193987254e+00,2.065197360489316836e+01
1.088676967279475072e+01,-9.162948652249497172e+00,2.119640742489987773e+01
1.079171606939068440e+01,-8.817212268472655268e+00,2.088279295932460045e+01
1.046612011300434908e+01,-9.360463519646664565e+00,2.134661318238256911e+01
1.039357643636029849e+01,-7.524235880620198103e+00,1.954067954080935365e+01
1.081581469188911093e+01,-7.754984577013748215e+00,1.973288616120499483e+01
1.035071335901960232e+01,-7.911386215651382336e+00,2.000628049210536830e+01
1.097215520103351416e+01,-8.179210717153424071e+00,2.017454100023839203e+01
1.111352247532632731e+01,-8.132965708350791800e+00,2.008753817482942949e+01
1.111346009097362852e+01,-7.552555229003877990e+00,1.934570858840277197e+01
1.143995866889192037e+01,-7.702433729443018073e+00,1.947762274539122984e+01
1.156052190141048541e+01,-7.921046142064926521e+00,1.970732406582964558e+01
1.168580017835561335e+01,-8.000803772374437628e+00,1.976593663731476269e+01
1.267994254985833180e+01,-9.051672837079230760e+00,2.070504289837838741e+01
1.237970027794809802e+01,-8.970704482119641554e+00,2.070102419505843727e+01
1.219428353288769529e+01,-8.623259103754332244e+00,2.035341617034539041e+01
1.179170373327702848e+01,-8.650696068901030600e+00,2.050019673462273673e+01
1.145993149868107608e+01,-8.982427510281517868e+00,2.094225458818005947e+01
1.082333423695638253e+01,-8.500941028521010523e+00,2.055823435458648873e+01
1.132314092562903518e+01,-8.395587830469569468e+00,2.032936453038359659e+01
1.250753517833086548e+01,-7.660518545352397624e+00,1.915705746876176008e+01
1.274635227714071917e+01,-7.902517663491002153e+00,1.936096678764222645e+01
1.282890724166449914e+01,-7.776401795705225162e+00,1.919469957750291655e+01
1.314140112846042996e+01,-7.970191587284105594e+00,1.930965692207001183e+01
1.339839017419042300e+01,-8.384420063774843612e+00,1.968803612074711396e+01
1.466565674146033516e+01,-8.001578476340313273e+00,1.861897265308730454e+01
1.489928529133965185e+01,-8.501586055550367504e+00,1.911193494428567874e+01
1.450837956407471907e+01,-8.465354658348196892e+00,1.928279580592087683e+01
1.450259511767250586e+01,-8.355519615054543436e+00,1.915370337540695544e+01
1.513390862703639073e+01,-7.070893023942341316e+00,1.691641031742704371e+01
1.537757456634953890e+01,-7.358969647295321437e+00,1.711767902099784067e+01
1.545705506516312511e+01,-7.334927266175317762e+00,1.699526918946542509e+01
1.531779201695697168e+01,-7.560899252388467495e+00,1.748823102264940132e+01
1.560733803810897946e+01,-7.757761178024225934e+00,1.751261537352924691e+01
1.562880982677915576e+01,-7.900365601303037444e+00,1.771471787443199020e+01
1.603731160472219130e+01,-7.973428282498708164e+00,1.743772048041973122e+01
1.615959692473041542e+01,-7.929419528085082547e+00,1.724017165538402452e+01
1.630913232114799882e+01,-8.273096381277678546e+00,1.764847802692868584e+01
1.591574547451893906e+01,-8.399081967897812362e+00,1.821890752373894529e+01
1.561474555886986870e+01,-8.391667060805390932e+00,1.845756032709661554e+01
1.575631024426962412e+01,-8.193374372083983559e+00,1.804515995940003847e+01
1.613891775603157441e+01,-7.554615934622313844e+00,1.663194518797462251e+01
1.618877494670071826e+01,-7.390009722053784813e+00,1.629029408368866072e+01
1.638046947953833410e+01,-8.035837727879030723e+00,1.717911938699711882e+01
1.635078502427811031e+01,-7.740007609626282203e+00,1.670476062274058293e+01
1.652575027268382968e+01,-7.650549468239862705e+00,1.627603297694933104e+01
1.659680021095859104e+01,-7.683660622435913190e+00,1.617361645265381753e+01
1.707688633419975943e+01,-8.913100827452790753e+00,1.778125865807420780e+01
1.692125987182014768e+01,-8.373594688275534992e+00,1.702061354942008009e+01
1.698051751545233401e+01,-8.544405322512124812e+00,1.725951709161244096e+01
1.688865346317338378e+01,-8.512548047237327609e+00,1.734518389843289299e+01
1.676986435069342463e+01,-8.973572807682183239e+00,1.827495352815829577e+01
1.694778480787018538e+01,-8.890692614685214323e+00,1.792969851609345611e+01
1.669917996682691097e+01,-8.631148679098906484e+00,1.780968239163967581e+01
1.171626645614139406e+01,-9.715587225212303224e+00,2.159306808444491566e+01
1.144325005195334555e+01,-1.040836375333305952e+01,2.214307442447655561e+01
1.191723905582474963e+01,-9.525447250995728865e+00,2.138805898348602952e+01
1.252586413517221331e+01,-9.274932608195449291e+00,2.099706034862806092e+01
1.348033634934112257e+01,-1.003072692280037082e+01,2.153917448457030659e+01
1.324799451666032368e+01,-1.011415265820269127e+01,2.166230475344248418e+01
1.475699456225662765e+01,-1.067709295467260056e+01,2.186443635377661820e+01
1.438529776604449317e+01,-1.003946045830723932e+01,2.126290741610255353e+01
1.413113027983351699e+01,-1.006853205918664251e+01,2.139009152914724865e+01
1.544161775400496950e+01,-9.645711350161542796e+00,2.024249120684633851e+01
1.510218662915465160e+01,-9.144712669424885476e+00,1.980389407904377919e+01
1.562241705162479555e+01,-1.030879244645968562e+01,2.098260794072628244e+01
1.548035933457153135e+01,-1.039831611571029057e+01,2.119318212223469544e+01
1.549706591165679725e+01,-1.033993643489724334e+01,2.110532256012470498e+01
1.601001173836925773e+01,-9.008716077466647931e+00,1.901835950485817506e+01
1.605522978196798078e+01,-9.096979760276418858e+00,1.910154605733463029e+01
1.605024286750168017e+01,-9.604608288460884324e+00,1.977685687180237295e+01
1.629685277384096764e+01,-9.697012913521374955e+00,1.969832281078909730e+01
1.631875232206306947e+01,-1.020071670558205312e+01,2.032445005596601817e+01
1.717647493724271612e+01,-9.708349044946988471e+00,1.890855247974788256e+01
1.749054740293586363e+01,-9.687496942692430224e+00,1.848214816340765054e+01
1.711799780038187890e+01,-9.168540504242947975e+00,1.816728752582086059e+01
1.718877209278466367e+01,-9.512204906988875663e+00,1.861424959475497332e+01
1.734144961073780422e+01,-1.023909775801611666e+01,1.947258535816946079e+01
1.755843976563585329e+01,-1.014147217761963127e+01,1.910057460371487181e+01
1.692120423795325479e+01,-9.749747787552163203e+00,1.921568668858417084e+01
1.238698504526442967e+01,-1.088806104025351118e+01,2.244599222244313097e+01
1.236417389438190639e+01,-1.065674909687286487e+01,2.224825471929807463e+01
1.307581648370046601e+01,-1.103090985238845612e+01,2.246607695086462186e+01
1.373059470399897464e+01,-1.073384978280482294e+01,2.213450650665837571e+01
1.426363684718574731e+01,-1.162709396264097705e+01,2.288526956237962651e+01
